unix_time,board_vram_bytes,gpu_busy_percent,power_microwatts,temperature_millidegrees,rss_bytes
1789919710.977238,12777963520,100,327000000,65000,7841693696
1789919711.9779902,12777963520,100,326000000,65000,7841693696
1789919712.9785094,12777963520,100,327000000,65000,7841693696
1789919713.979424,12777963520,100,325000000,65000,7841693696
1789919714.9801018,12778016768,100,327000000,65000,7844077568
1789919715.9807255,12778016768,100,326000000,65000,7844077568
1789919716.9811738,12778029056,99,325000000,65000,7844626432
1789919717.9815595,12778049536,100,326000000,66000,7845134336
1789919718.9819984,12778049536,100,326000000,66000,7845134336
1789919719.9825947,12778049536,100,324000000,65000,7845134336
1789919720.9830618,12778049536,87,262000000,65000,7845134336
1789919721.9836347,12778049536,100,326000000,65000,7845134336
1789919722.9840968,12778049536,99,326000000,65000,7845134336
1789919723.9849007,12778053632,100,327000000,65000,7845134336
1789919724.9855928,12778049536,100,326000000,65000,7845134336
1789919725.9864573,12778049536,99,323000000,65000,7845134336
1789919726.9871752,12778049536,100,327000000,65000,7845134336
1789919727.9879403,12778049536,100,326000000,65000,7845134336
1789919728.9884095,12778049536,99,325000000,65000,7845134336
1789919729.9888449,12778070016,100,326000000,65000,7845154816
1789919730.989412,12778070016,99,325000000,65000,7845154816
1789919731.9899106,12778090496,100,327000000,65000,7846420480
1789919732.9903648,12778090496,100,326000000,66000,7846420480
1789919733.9907625,12778090496,100,327000000,66000,7846420480
1789919734.9914634,12778090496,100,325000000,66000,7846420480
1789919735.9920566,12778090496,99,325000000,65000,7846420480
1789919736.9927955,12778110976,100,326000000,65000,7846440960
1789919737.9934099,12778110976,99,325000000,65000,7846440960
1789919738.9939106,12778110976,100,326000000,65000,7846440960
1789919739.9943206,12778110976,100,326000000,66000,7846440960
1789919740.9947226,12778110976,99,325000000,66000,7846440960
1789919741.9954658,12778110976,100,326000000,65000,7846440960
1789919742.9960613,12778164224,100,326000000,65000,7850053632
1789919743.996753,12778164224,100,327000000,65000,7850053632
1789919744.9972234,12778164224,99,322000000,65000,7850053632
1789919745.9981067,12778164224,100,326000000,65000,7850053632
1789919746.9988585,12778164224,100,326000000,65000,7850053632
1789919747.9992929,12778164224,99,325000000,66000,7850053632
1789919748.9999971,12778164224,100,326000000,66000,7850053632
1789919750.000702,12778164224,100,325000000,65000,7850053632
1789919751.0013483,12778196992,99,325000000,66000,7850373120
1789919752.0021002,12778196992,99,318000000,65000,7850373120
1789919753.367827,12778237952,100,324000000,65000,7850414080
1789919754.368604,12778237952,100,326000000,66000,7850414080
1789919755.3690841,12778237952,100,326000000,66000,7850414080
1789919756.3695457,12778237952,99,320000000,65000,7850414080
1789919757.3699446,12778237952,99,318000000,65000,7851683840
1789919758.3703995,12778258432,100,326000000,65000,7851675648
1789919759.3708873,12778311680,100,327000000,66000,7853568000
1789919760.3714502,12778311680,100,326000000,66000,7853568000
1789919761.3719592,12778311680,100,326000000,66000,7853568000
1789919762.373132,12778311680,100,327000000,66000,7853568000
1789919763.3737001,12778311680,100,327000000,66000,7853568000
1789919764.3742616,12778311680,100,326000000,66000,7853568000
1789919765.3749788,12778311680,99,321000000,65000,7853568000
1789919766.3755774,12778311680,100,326000000,65000,7853568000
1789919767.3761654,12778311680,100,326000000,65000,7853568000
1789919768.3795986,12778311680,32,149000000,63000,7853592576
1789919769.3801289,12778332160,100,334000000,65000,7853809664
1789919770.3805966,12778332160,100,326000000,65000,7853809664
1789919771.3812766,12778332160,100,324000000,65000,7853809664
1789919772.382031,12778352640,99,325000000,65000,7853936640
1789919773.3825903,12778352640,100,325000000,65000,7853936640
1789919774.3832023,12778373120,100,326000000,65000,7854628864
1789919775.383785,12778393600,99,325000000,65000,7855529984
1789919776.384439,12778393600,100,323000000,65000,7855529984
1789919777.385214,12778393600,99,325000000,65000,7855529984
1789919778.385795,12778393600,100,326000000,65000,7855529984
1789919779.386427,12778426368,100,327000000,65000,7857307648
1789919780.3871207,12778426368,100,326000000,65000,7857307648
1789919781.3877254,12778426368,99,326000000,65000,7857307648
1789919782.3882394,12778426368,100,326000000,65000,7857307648
1789919783.3889225,12778426368,100,326000000,65000,7857307648
1789919784.3897953,12778426368,100,326000000,65000,7857307648
1789919785.3903115,12778467328,99,326000000,65000,7857692672
1789919786.3910627,12778467328,100,327000000,65000,7857692672
1789919787.391827,12778487808,100,326000000,65000,7857713152
1789919788.3924565,12778487808,99,323000000,65000,7857713152
1789919789.3934152,12778549248,94,307000000,65000,7859683328
1789919790.3941386,12778549248,100,328000000,65000,7859683328
1789919791.394567,12778569728,99,326000000,65000,7860080640
1789919792.3951738,12778569728,100,326000000,65000,7860080640
1789919793.3980885,12778569728,100,325000000,65000,7860092928
1789919794.3986292,12778602496,100,327000000,65000,7861927936
1789919795.3991723,12778602496,100,325000000,65000,7861927936
1789919796.4000363,12778602496,100,326000000,65000,7861927936
1789919797.4008863,12778602496,99,325000000,65000,7861927936
1789919798.401455,12778622976,100,327000000,65000,7861952512
1789919799.4021096,12778643456,99,322000000,65000,7862308864
1789919800.4028792,12778643456,100,326000000,65000,7862308864
1789919801.4033892,12778684416,99,320000000,65000,7862353920
1789919802.4037814,12778704896,100,327000000,65000,7864463360
1789919803.4041872,12778704896,100,326000000,65000,7864463360
1789919804.4046452,12778704896,99,323000000,65000,7864463360
1789919805.405244,12778704896,100,324000000,65000,7864463360
1789919806.406206,12778704896,99,322000000,65000,7864463360
1789919807.4069586,12778704896,99,325000000,65000,7864463360
1789919808.4075036,12778725376,100,327000000,65000,7866142720
1789919809.408,12778725376,100,326000000,65000,7866142720
1789919810.4084184,12778725376,100,326000000,65000,7866142720
1789919811.409412,12778725376,100,326000000,65000,7866142720
