run,kind,step,elapsed_s,step_s,reward_mean,reward_std,advantage_rms,policy_loss,ce_loss,loss,accuracy,grad_norm,lr,memory_allocated_gib,memory_reserved_gib,memory_peak_allocated_gib,memory_peak_reserved_gib,memory_device_free_gib,memory_device_total_gib
seed-42,train,170,672.060972842999,1.7616756330098724,-0.4866405129432678,1.116003394126892,0.984245240688324,-0.007205009460449219,0.9649298191070557,0.9577248692512512,0.65625,73.16128540039062,9.961501876182148e-05,1.977292537689209,5.76953125,4.671022415161133,23.283203125,14.975051879882812,23.984375
seed-42,train,180,708.6553338730009,3.129636142999516,-0.285084068775177,1.5521000623703003,0.9842448234558105,0.5270625948905945,0.896993100643158,1.4240556955337524,0.8125,80.09302520751953,9.953169460900036e-05,2.019451141357422,5.76953125,4.671022415161133,23.283203125,14.918411254882812,23.984375
seed-42,train,190,753.6961213370087,5.050207738997415,-0.8936944603919983,1.0167064666748047,0.9842472076416016,0.1490316241979599,1.3205535411834717,1.4695851802825928,0.46875,58.693485260009766,9.94402609123617e-05,2.012268543243408,5.76953125,4.671022415161133,23.283203125,14.859817504882812,23.984375
seed-42,train,200,785.5372150400071,3.230642894995981,-0.5995284914970398,0.9491415023803711,0.9842454791069031,0.2226266711950302,1.0844146013259888,1.3070411682128906,0.59375,96.69864654541016,9.934073432264331e-05,2.008187770843506,5.76953125,4.671022415161133,23.283203125,14.826614379882812,23.984375
seed-42,train,210,820.6634600730031,2.1189629509899532,-0.3667716383934021,0.7869935631752014,0.9766050577163696,-0.22149014472961426,0.8840155005455017,0.6625254154205322,0.71875,93.2564697265625,9.92331329643573e-05,1.9855728149414062,5.76953125,4.671022415161133,23.283203125,14.728958129882812,23.984375
seed-42,train,220,866.5745711850032,8.045870745001594,-0.5266322493553162,1.7728837728500366,0.9842429757118225,0.2827305197715759,1.1603739261627197,1.4431045055389404,0.75,110.95174407958984,9.911747643248962e-05,1.9986748695373535,5.76953125,4.671022415161133,23.283203125,14.687942504882812,23.984375
seed-42,train,230,904.7136003920023,2.6143719670071732,-0.30864837765693665,1.3627216815948486,0.9842455387115479,-0.6280592679977417,0.8594168424606323,0.23135749995708466,0.71875,114.59832000732422,9.899378578893162e-05,1.996429443359375,5.76953125,4.671022415161133,23.283203125,14.629348754882812,23.984375
seed-42,train,240,936.7519608590082,2.8922782379959244,-1.4648661613464355,2.6782822608947754,0.7951085567474365,0.42640605568885803,2.1272101402282715,2.5536162853240967,0.5625,199.0693359375,9.886208355864453e-05,2.002317428588867,5.76953125,4.671022415161133,23.283203125,14.588333129882812,23.984375
seed-42,train,250,972.7795500490029,2.943501183006447,-0.5735480785369873,0.7419390082359314,0.9842458963394165,0.078590989112854,1.0508726835250854,1.1294636726379395,0.53125,54.306217193603516,9.872239372555743e-05,2.014525890350342,5.76953125,4.671022415161133,23.283203125,14.537551879882812,23.984375
seed-42,train,260,1005.6026414679945,5.521287495997967,-0.8094868063926697,1.5626420974731445,0.984246015548706,-0.18692004680633545,1.2405319213867188,1.0536119937896729,0.53125,78.35749053955078,9.857474172819974e-05,2.013087749481201,5.76953125,4.671022415161133,23.283203125,14.504348754882812,23.984375
seed-42,train,270,1045.1291246909968,2.4529163129918743,-0.5929771661758423,1.9302189350128174,0.9830285906791687,-0.20693862438201904,1.2234092950820923,1.0164706707000732,0.75,135.79159545898438,9.84191544550686e-05,1.9976444244384766,5.76953125,4.671022415161133,23.283203125,14.445755004882812,23.984375
seed-42,train,280,1080.6885317590059,4.650440198005526,-0.7884621620178223,0.7796822786331177,0.9842432141304016,0.37827545404434204,1.241305947303772,1.6195813417434692,0.5,62.93994140625,9.825566023973223e-05,2.043539047241211,5.76953125,4.671022415161133,23.283203125,14.408645629882812,23.984375
seed-42,train,290,1118.734111576996,3.403703238000162,-0.2140088677406311,1.0051904916763306,0.7718998193740845,0.015942789614200592,0.8241151571273804,0.8400580286979675,0.75,137.3212890625,9.80842888556703e-05,2.023009777069092,5.76953125,4.671022415161133,23.283203125,14.369583129882812,23.984375
seed-42,train,300,1150.732272401001,2.821986252005445,0.005072280764579773,1.127647876739502,0.8578606843948364,0.12423257529735565,0.7455204129219055,0.8697530031204224,0.6875,57.84219741821289,9.790507151085189e-05,2.014601230621338,5.76953125,4.671022415161133,23.283203125,14.328567504882812,23.984375
seed-42,train,310,1178.2322008979972,2.2058581420133123,-0.4462699592113495,1.6535451412200928,0.9842464923858643,0.12414127588272095,1.0052248239517212,1.1293660402297974,0.6875,182.2315673828125,9.77180408420523e-05,1.917510986328125,5.259765625,4.119184970855713,5.259765625,17.690628051757812,23.984375
seed-42,train,320,1212.301213261002,1.2380122930044308,-0.43803298473358154,1.2302526235580444,0.9155175685882568,0.023361973464488983,0.9352738261222839,0.9586358070373535,0.65625,66.18682861328125,9.752323090890965e-05,1.9682531356811523,5.259765625,4.119184970855713,5.259765625,17.467971801757812,23.984375
seed-42,train,330,1255.5383603759983,7.313208175997715,-1.1590144634246826,0.7586058378219604,0.8563355803489685,-0.11447377502918243,1.5606995820999146,1.446225881576538,0.53125,113.08425903320312,9.732067718772238e-05,2.0734214782714844,6.005859375,4.628937244415283,6.005859375,16.510940551757812,23.984375
seed-42,train,340,1295.79508063299,4.061610404998646,-0.061341021209955215,0.6034366488456726,0.9842463731765747,-0.006057128310203552,0.6042836904525757,0.5982264876365662,0.625,23.561189651489258,9.711041656498885e-05,2.028064250946045,6.005859375,4.628937244415283,6.005859375,16.364456176757812,23.984375
seed-42,train,350,1335.0397590259963,4.3398864890041295,-0.15118756890296936,1.4657807350158691,0.984011173248291,-0.08537864685058594,0.7973525524139404,0.7119739651679993,0.75,62.975704193115234,9.689248733068985e-05,1.9763998985290527,6.005859375,4.628937244415283,6.005859375,16.233596801757812,23.984375
seed-42,train,360,1377.9169704020023,3.963100533990655,-1.2323806285858154,1.646254301071167,0.9842461347579956,-0.04709732532501221,1.6425915956497192,1.5954943895339966,0.5,104.36983489990234,9.666692917131588e-05,1.9941773414611816,6.755859375,4.628937244415283,6.755859375,15.344924926757812,23.984375
seed-42,train,370,1424.6786850319913,5.8075414530030685,-0.6764158606529236,0.7587936520576477,0.9842401146888733,0.302054226398468,1.185563564300537,1.48761785030365,0.5625,174.26019287109375,9.643378316263989e-05,1.9871325492858887,6.755859375,4.628937244415283,6.755859375,15.202346801757812,23.984375
seed-42,train,380,1462.3134499879961,2.6307513220090186,-0.45288100838661194,1.3501274585723877,0.9842438697814941,-0.24347002804279327,1.003650188446045,0.7601801753044128,0.78125,149.10667419433594,9.619309176223707e-05,1.9977130889892578,6.755859375,4.628937244415283,6.755859375,15.079544067382812,23.984375
seed-42,train,390,1494.8711954850005,2.0714437550050206,-0.784014105796814,1.6463273763656616,0.9842419624328613,-0.4938591420650482,2.4389002323150635,1.9450410604476929,0.625,99.68733978271484,9.59448988017531e-05,1.9866375923156738,6.755859375,4.628937244415283,6.755859375,14.972122192382812,23.984375
seed-42,train,400,1529.8088107829972,3.2487104600004386,0.11372463405132294,0.54102623462677,0.7381842136383057,-0.029545266181230545,0.50826495885849,0.47871968150138855,0.84375,31.39539909362793,9.5689249478922e-05,2.026926040649414,6.755859375,4.628937244415283,6.755859375,14.903762817382812,23.984375
seed-42,train,410,1704.1045123739896,1.5623635639931308,-0.3552287817001343,0.91353440284729,0.9842461347579956,-0.21917730569839478,0.83949214220047,0.6203148365020752,0.625,51.431617736816406,9.542619034933531e-05,2.037517547607422,9.181640625,4.628937244415283,19.07421875,12.251419067382812,23.984375
seed-42,train,420,1738.4621235329978,7.374363980998169,-0.5028200745582581,0.39867135882377625,0.8061745166778564,0.10330930352210999,1.0178862810134888,1.1211955547332764,0.59375,32.113685607910156,9.5155769317964e-05,2.0723252296447754,9.244140625,4.628937244415283,19.07421875,12.101028442382812,23.984375
seed-42,train,430,1775.648516315996,2.246255135993124,-0.43141841888427734,1.5258901119232178,0.9842458367347717,0.03195778280496597,0.9513338804244995,0.983291745185852,0.59375,54.932674407958984,9.487803563043465e-05,1.9775266647338867,9.244140625,4.628937244415283,19.07421875,12.030715942382812,23.984375
seed-42,train,440,1801.0243926370022,4.161131860993919,-0.2904709279537201,0.7404831647872925,0.9842451214790344,-0.05768799036741257,0.8058151602745056,0.7481271028518677,0.71875,29.082740783691406,9.45930398640614e-05,2.00009822845459,9.244140625,4.628937244415283,19.07421875,11.997512817382812,23.984375
seed-42,train,450,1836.2171589079953,2.604615850999835,-0.09748388826847076,0.5965956449508667,0.9842453598976135,-0.23049254715442657,0.631976842880249,0.40148431062698364,0.75,23.870397567749023,9.430083391863558e-05,2.012972831726074,9.244140625,4.668784141540527,19.07421875,11.933059692382812,23.984375
seed-42,train,460,1862.9867418069916,3.919734131995938,0.1512323021888733,0.428342342376709,0.5024426579475403,-0.11508768796920776,0.4819769859313965,0.3668892979621887,0.8125,76.5060043334961,9.40014710069742e-05,1.9889659881591797,9.244140625,4.668784141540527,19.07421875,11.892044067382812,23.984375
seed-42,train,470,1902.0939302960032,3.0011739379988285,-0.3218715190887451,0.7854807376861572,0.9206110239028931,0.17022596299648285,0.8609169721603394,1.0311429500579834,0.75,116.4566650390625,9.369500564522965e-05,1.981757640838623,9.244140625,4.668784141540527,19.07421875,11.839309692382812,23.984375
seed-42,train,480,1936.7115218819963,6.055140409007436,-1.0397204160690308,0.8482686281204224,0.9842458963394165,-0.13087135553359985,1.4209625720977783,1.2900912761688232,0.375,40.08394241333008,9.338149364296187e-05,2.056159496307373,9.244140625,4.668784141540527,19.07421875,11.786575317382812,23.984375
seed-42,train,490,1970.6910517869983,1.5251964769995539,-0.11245246231555939,1.262777328491211,0.5785754919052124,6.872415542602539e-05,0.8303720355033875,0.8304407596588135,0.84375,65.08821105957031,9.306099209297505e-05,2.03657865524292,9.244140625,4.668784141540527,19.07421875,11.733840942382812,23.984375
seed-42,train,500,2007.9823818559962,5.739321496992488,-0.4671183228492737,1.0208030939102173,0.7381845712661743,0.22343772649765015,0.9895083904266357,1.2129461765289307,0.65625,65.60218048095703,9.273355936092056e-05,2.024001121520996,9.244140625,4.668784141540527,19.07421875,11.651809692382812,23.984375
seed-42,train,510,2043.2327711459948,4.237581002002116,-0.4953997731208801,0.9353164434432983,0.984245777130127,-0.07142806798219681,0.9869557619094849,0.9155276417732239,0.6875,45.74951934814453,9.239925507466821e-05,2.057833194732666,9.244140625,4.668784141540527,19.07421875,11.602981567382812,23.984375
seed-42,train,520,2071.665782993994,3.3364229849976255,0.04202607274055481,0.518532395362854,0.983794093132019,0.14590494334697723,0.5689932703971863,0.7148981690406799,0.75,41.948387145996094,9.205814011344752e-05,2.0061116218566895,9.244140625,4.668784141540527,19.07421875,11.577590942382812,23.984375
seed-42,train,530,2100.8911397649936,4.494125350000104,-0.4073225259780884,1.2391473054885864,0.7381850481033325,-0.19282642006874084,0.9254610538482666,0.7326346635818481,0.71875,87.66525268554688,9.171027659676123e-05,1.9825773239135742,9.244140625,4.668784141540527,19.07421875,11.544387817382812,23.984375
seed-42,train,540,2128.7612016219937,3.9181826759886462,-0.4978824853897095,1.131982684135437,0.7381853461265564,0.3548833727836609,1.0053128004074097,1.3601961135864258,0.59375,89.81068420410156,9.135572787307286e-05,2.025813102722168,9.244140625,4.668784141540527,19.07421875,11.507278442382812,23.984375
seed-42,train,550,2169.0783882469987,4.1371739089954644,0.3498985469341278,0.3207421898841858,0.7381392121315002,-0.1700570285320282,0.28129392862319946,0.11123690754175186,0.8125,63.888702392578125,9.099455850827046e-05,1.9956765174865723,9.244140625,4.668784141540527,19.07421875,11.470169067382812,23.984375
seed-42,train,560,2204.9172408519953,3.5521136459865374,-0.6491147875785828,1.785841464996338,0.9842454791069031,-0.033237017691135406,1.5143203735351562,1.4810833930969238,0.6875,439.353271484375,9.06268342739088e-05,2.001192569732666,9.244140625,4.668784141540527,19.07421875,11.440872192382812,23.984375
seed-42,train,570,2233.9304206009983,2.888288571004523,-0.3423876166343689,1.1223227977752686,0.9842314720153809,-0.09483969211578369,0.8659460544586182,0.7711063623428345,0.625,229.37893676757812,9.025262213523176e-05,2.0183215141296387,9.244140625,4.668784141540527,19.07421875,11.393997192382812,23.984375
seed-42,train,580,2268.2404025759897,2.355071259007673,-0.1667758673429489,1.3868566751480103,0.7381846904754639,-0.14510297775268555,0.9915669560432434,0.8464639782905579,0.6875,45.18906021118164,8.987199023897762e-05,2.0131173133850098,9.244140625,4.668784141540527,19.07421875,11.384231567382812,23.984375
seed-42,train,590,2301.4471187699965,4.294749103006325,0.3497258722782135,0.4321203827857971,0.7381477355957031,-0.1550711989402771,0.30611300468444824,0.15104179084300995,0.90625,254.01861572265625,8.948500790096889e-05,2.0313005447387695,9.244140625,4.668784141540527,19.07421875,11.339309692382812,23.984375
seed-42,train,600,2337.28706052099,2.7189658580027753,0.15447531640529633,0.6488523483276367,0.9815737009048462,0.40173542499542236,0.4782831072807312,0.8800185322761536,0.84375,130.88890075683594,8.909174559348949e-05,1.984541893005371,9.244140625,4.668784141540527,19.07421875,11.308059692382812,23.984375
seed-42,train,610,2374.3208504539944,5.164395687010256,-0.7635855674743652,0.8613999485969543,0.7469861507415771,0.0653345063328743,1.2521589994430542,1.3174934387207031,0.5625,71.98025512695312,8.869227493245129e-05,1.9924845695495605,9.244140625,4.668784141540527,19.07421875,11.268997192382812,23.984375
seed-42,train,620,2415.796922485999,5.867218778003007,-0.6949287056922913,0.8638879656791687,0.9842459559440613,-0.23848047852516174,1.1722785234451294,0.93379807472229,0.65625,64.12294006347656,8.828666866435216e-05,2.072636127471924,9.244140625,4.668784141540527,19.07421875,11.220169067382812,23.984375
seed-42,train,630,2454.832039346991,2.5026799449988175,-0.9376909136772156,2.1073522567749023,0.9842301607131958,-0.4588625133037567,1.6342989206314087,1.1754364967346191,0.71875,139.65757751464844,8.78750006530285e-05,1.997185230255127,9.244140625,4.668784141540527,19.07421875,11.185012817382812,23.984375
seed-42,train,640,2484.557278042994,2.7423120419989573,-0.11208310723304749,0.7808905243873596,0.984243631362915,-0.11262369155883789,0.6585369110107422,0.5459132194519043,0.78125,74.16693878173828,8.7457345866204e-05,1.9935569763183594,9.244140625,4.668784141540527,19.07421875,11.151809692382812,23.984375
seed-42,train,650,2519.433212638003,1.660667714997544,0.4516224265098572,0.4659475088119507,0.7381776571273804,0.11072713881731033,0.24704715609550476,0.3577743172645569,0.9375,93.51187133789062,8.703378036183744e-05,2.0151658058166504,9.244140625,4.668784141540527,19.07421875,11.095169067382812,23.984375
seed-42,train,660,2550.7610334649944,3.14734692699858,0.06933129578828812,1.3736677169799805,0.4993542730808258,0.1429222971200943,0.8484687209129333,0.9913910627365112,0.8125,122.21825408935547,8.660438127427207e-05,2.0305099487304688,9.244140625,4.668784141540527,19.07421875,11.108840942382812,23.984375
seed-42,train,670,2588.291513470991,7.212998604009044,-0.6875367164611816,1.0656275749206543,0.7381845712661743,-0.16757003962993622,1.2041409015655518,1.0365709066390991,0.6875,83.56932830810547,8.616922680018885e-05,2.0481319427490234,9.244140625,4.668784141540527,19.07421875,11.077590942382812,23.984375
seed-42,train,680,2623.2787602680037,2.671216718998039,0.12083709239959717,0.5626863241195679,0.9842421412467957,0.0013562478125095367,0.5073199272155762,0.5086762309074402,0.8125,225.05226135253906,8.572839618436627e-05,2.0044798851013184,9.244140625,4.668784141540527,19.07421875,11.040481567382812,23.984375
seed-42,train,690,2655.974231596003,2.404956319005578,-0.12669715285301208,0.7683034539222717,0.8216589689254761,0.5519298315048218,0.693373441696167,1.2453033924102783,0.6875,176.22476196289062,8.52819697052493e-05,1.976423740386963,9.244140625,4.668784141540527,19.07421875,11.020950317382812,23.984375
seed-42,train,700,2689.580605903,7.647060835995944,0.13786044716835022,0.9657952785491943,0.7381832003593445,-0.48993349075317383,0.4904979467391968,0.0005644112825393677,0.8125,88.6422348022461,8.48300286603301e-05,2.0127439498901367,9.244140625,4.668784141540527,19.07421875,11.001419067382812,23.984375
seed-42,train,710,2728.1240691540006,2.3714555199985625,0.041847169399261475,1.3145980834960938,0.7699732780456543,0.08456190675497055,0.6099921464920044,0.6945540904998779,0.84375,102.78211212158203,8.43726553513432e-05,2.007355213165283,9.244140625,4.668784141540527,19.07421875,10.972122192382812,23.984375
seed-42,train,720,2763.2307305239956,7.202691272002994,-0.07772530615329742,1.395911455154419,0.7724246382713318,0.0048249755054712296,0.8285694122314453,0.8333944082260132,0.84375,94.93186950683594,8.390993306927767e-05,2.022894859313965,9.244140625,4.668784141540527,19.07421875,10.933059692382812,23.984375
seed-42,train,730,2793.5889084060036,2.6540323289955268,-0.5843367576599121,1.3825997114181519,0.9842467904090881,0.15288881957530975,1.0624887943267822,1.2153775691986084,0.5,89.41445922851562,8.344194607920932e-05,2.022634983062744,9.244140625,4.668784141540527,19.07421875,10.917434692382812,23.984375
seed-42,train,740,2827.5205867640034,4.560812944997451,-0.50428307056427,1.0584280490875244,0.9835073947906494,0.4083353877067566,1.0522483587265015,1.4605836868286133,0.71875,91.11770629882812,8.296877960495538e-05,2.041168212890625,9.244140625,4.668784141540527,19.07421875,10.856887817382812,23.984375
seed-42,train,750,2860.8497795879957,7.102248954994138,-1.0872936248779297,1.762253999710083,0.9842460751533508,-0.05009770393371582,1.8969933986663818,1.8468958139419556,0.53125,258.8446044921875,8.24905198135546e-05,1.9975943565368652,9.244140625,4.668784141540527,19.07421875,10.858840942382812,23.984375
seed-42,train,760,2904.866880453992,4.667401508995681,-0.09371574223041534,0.6642748117446899,0.7381840348243713,-0.10327035933732986,0.6566435098648071,0.5533732175827026,0.71875,36.53612518310547,8.200725379957569e-05,1.9946765899658203,9.244140625,4.668784141540527,19.07421875,10.815872192382812,23.984375
seed-42,train,770,2940.402675377991,2.7554707800009055,-0.19584324955940247,0.396356463432312,0.9842456579208374,0.003311809152364731,0.7276293039321899,0.7309410572052002,0.625,41.683231353759766,8.151906956925665e-05,1.9994559288024902,9.244140625,4.668784141540527,19.07421875,10.800247192382812,23.984375
seed-42,train,780,2971.3323709349934,3.492926096994779,-0.7273497581481934,1.8141871690750122,0.9842464923858643,0.1896696388721466,1.2495628595352173,1.4392324686050415,0.71875,369.9078369140625,8.102605602447833e-05,1.9954352378845215,9.244140625,4.668784141540527,19.07421875,10.782669067382812,23.984375
seed-42,train,790,3013.151758342996,5.486395005005761,-0.7301979660987854,1.1683474779129028,0.9842450022697449,0.01923447474837303,1.1815770864486694,1.2008116245269775,0.5625,77.04989624023438,8.052830294657466e-05,1.9946765899658203,9.244140625,4.668784141540527,19.07421875,10.753372192382812,23.984375
seed-42,train,800,3057.510793847003,4.820471111001098,-1.1093039512634277,1.4389053583145142,0.7381856441497803,0.16716404259204865,2.039280414581299,2.206444501876831,0.5,41.53047180175781,8.002590097998281e-05,2.0414786338806152,9.244140625,4.668784141540527,19.07421875,10.714309692382812,23.984375
seed-42,train,810,3240.0395577279996,2.240879730990855,-0.13031184673309326,1.2710790634155273,0.7381839156150818,0.03601207211613655,1.060316562652588,1.0963287353515625,0.78125,28.51639747619629,7.951894161573628e-05,2.0522565841674805,9.671875,4.668784141540527,19.07421875,10.251419067382812,23.984375
seed-42,train,820,3281.137324889991,5.195975950002321,-0.8556697368621826,1.419055700302124,0.984245777130127,0.2532174587249756,1.3419204950332642,1.5951379537582397,0.59375,451.5362548828125,7.900751717480363e-05,2.026374340057373,9.671875,4.668784141540527,19.07421875,10.224075317382812,23.984375
seed-42,train,830,3319.0490005059983,3.762106705995393,-0.4651203453540802,1.178842544555664,0.984246551990509,-0.0273728184401989,0.9436997771263123,0.9163269996643066,0.65625,49.36460876464844,7.849172079127618e-05,1.9904403686523438,9.671875,4.668784141540527,19.07421875,10.198684692382812,23.984375
seed-42,train,840,3353.158520554003,3.9909189449972473,-0.33955466747283936,0.6889978647232056,0.9842442870140076,-0.17069822549819946,0.855525553226471,0.6848273277282715,0.6875,43.29771423339844,7.797164639540767e-05,2.003662586212158,9.671875,4.668784141540527,19.07421875,10.167434692382812,23.984375
seed-42,train,850,3384.672200574001,3.1736365249962546,0.1443280726671219,0.7703988552093506,0.7381837964057922,-0.37891554832458496,0.48276811838150024,0.10385255515575409,0.90625,130.62547302246094,7.744738869650881e-05,1.9783072471618652,9.671875,4.668784141540527,19.07421875,10.149856567382812,23.984375
seed-42,train,860,3422.3176604829932,3.1412963659968227,0.14244422316551208,0.1931794285774231,0.7374351024627686,-0.0840265080332756,0.44229328632354736,0.35826680064201355,0.59375,100.3646469116211,7.691904316570009e-05,2.016819953918457,9.671875,4.668784141540527,19.07421875,10.106887817382812,23.984375
seed-42,train,870,3451.143331219995,2.4232705980102764,-0.03955650329589844,0.6863678693771362,0.984244167804718,-0.13157981634140015,0.6066163182258606,0.47503650188446045,0.71875,97.42237854003906,7.638670601852572e-05,1.9939703941345215,9.671875,4.668784141540527,19.07421875,10.085403442382812,23.984375
seed-42,train,880,3484.796168025001,4.873890653005219,-0.4366593360900879,1.0239551067352295,0.9842453598976135,-0.16631349921226501,0.9109888076782227,0.7446752786636353,0.59375,222.70361328125,7.58504741974322e-05,2.0235066413879395,9.671875,4.668784141540527,19.07421875,10.061965942382812,23.984375
seed-42,train,890,3515.0392432429944,5.472542796007474,-0.9076840877532959,1.8284621238708496,0.7381851673126221,0.3807591199874878,1.8613858222961426,2.24214506149292,0.65625,128.1094207763672,7.531044535411427e-05,1.9860711097717285,9.671875,4.668784141540527,19.07421875,10.042434692382812,23.984375
seed-42,train,900,3558.8364793719957,2.9361337019945495,-0.17248819768428802,0.7155724763870239,0.9842296242713928,-0.08377225697040558,0.7039827108383179,0.6202104091644287,0.65625,58.47284698486328,7.476671783173196e-05,2.001474380493164,9.671875,4.668784141540527,19.07421875,10.009231567382812,23.984375
seed-42,train,910,3601.9879469899897,4.302000751995365,0.32315295934677124,1.1319832801818848,0.4882621169090271,-0.06560175865888596,1.030839443206787,0.9652376770973206,0.9375,443.4938659667969,7.421939064700144e-05,1.9855666160583496,9.671875,4.668784141540527,19.07421875,9.985794067382812,23.984375
seed-42,train,920,3637.1855963929993,4.126802078986657,-0.48615598678588867,0.7843300104141235,0.9842470288276672,-0.38543063402175903,0.9415147304534912,0.5560840368270874,0.5625,32.250511169433594,7.36685634721635e-05,1.9950404167175293,9.671875,4.668784141540527,19.07421875,9.958450317382812,23.984375
seed-42,train,930,3665.6005119119945,2.235046412999509,0.34414130449295044,0.3081246316432953,0.7381829619407654,-0.21251098811626434,0.3442399501800537,0.13172894716262817,0.84375,73.82490539550781,7.311433661683246e-05,1.979903221130371,9.671875,4.668784141540527,19.07421875,9.938919067382812,23.984375
