run,kind,step,elapsed_s,step_s,reward_mean,reward_std,advantage_rms,policy_loss,ce_loss,loss,accuracy,grad_norm,lr,memory_allocated_gib,memory_reserved_gib,memory_peak_allocated_gib,memory_peak_reserved_gib,memory_device_free_gib,memory_device_total_gib
seed-42,train,1,5.525542051997036,5.515686864964664,-2.1190388202667236,0.5956151485443115,0.9842469096183777,-0.3545415997505188,2.299471855163574,1.9449303150177002,0.28125,136.2594757080078,1.388888888888889e-06,4.57241153717041,18.9921875,17.01319932937622,18.9921875,3.519287109375,23.5164794921875
seed-42,train,10,28.229231151053682,1.5765128249768168,-1.2605518102645874,0.36563950777053833,0.9842468500137329,-0.044853731989860535,1.6249654293060303,1.5801116228103638,0.625,176.63235473632812,1.388888888888889e-05,4.436572074890137,19.064453125,17.01319932937622,19.064453125,3.443115234375,23.5164794921875
seed-42,train,20,133.63890890101902,13.806179160019383,-0.7193260788917542,0.9196221232414246,0.9842467904090881,0.20409736037254333,1.1302661895751953,1.334363579750061,0.4375,53.82096862792969,2.777777777777778e-05,4.42992639541626,19.064453125,17.01319932937622,19.064453125,2.989990234375,23.5164794921875
seed-42,train,30,225.2061746539548,2.708211131975986,-0.6641799211502075,0.6439218521118164,0.9842473864555359,0.09276317059993744,1.1251862049102783,1.217949390411377,0.59375,76.97067260742188,4.166666666666667e-05,4.465591907501221,19.064453125,17.01319932937622,19.064453125,2.980224609375,23.5164794921875
seed-42,train,40,316.39806741604116,3.5684331340016797,-0.5718717575073242,0.9003657698631287,0.9842455387115479,-0.13282479345798492,1.0350327491760254,0.9022079706192017,0.53125,60.9029655456543,5.555555555555556e-05,4.398911476135254,19.064453125,17.01319932937622,19.064453125,2.964599609375,23.5164794921875
seed-42,train,50,380.6739918580279,4.574119963101111,-1.014238715171814,1.1805663108825684,0.9842451810836792,0.07758459448814392,1.419929027557373,1.4975136518478394,0.53125,61.79112243652344,6.944444444444444e-05,4.569199085235596,19.064453125,17.01319932937622,19.064453125,2.962646484375,23.5164794921875
seed-42,train,60,446.8293363590492,14.465672238031402,-1.018946647644043,2.2137978076934814,0.968720555305481,-0.168701633810997,1.6450272798538208,1.4763257503509521,0.625,93.855224609375,8.333333333333334e-05,4.442115783691406,19.064453125,17.01319932937622,19.064453125,2.960693359375,23.5164794921875
seed-42,train,70,502.17849107505754,3.706750174984336,-0.10398659110069275,0.7543901205062866,0.9841955304145813,0.12743207812309265,0.6754178404808044,0.8028499484062195,0.71875,107.66188049316406,9.722222222222223e-05,4.432971000671387,19.064453125,17.01319932937622,19.064453125,2.960693359375,23.5164794921875
seed-42,train,80,547.2017694590613,1.745954037993215,0.6369538307189941,0.21704450249671936,0.984229564666748,-0.14359799027442932,0.09461487829685211,-0.04898311197757721,0.96875,90.29216766357422,9.999799225218435e-05,4.44518518447876,19.064453125,17.01319932937622,19.064453125,2.960693359375,23.5164794921875
seed-42,train,90,601.7218181319768,12.572078828001395,0.12805220484733582,1.0206148624420166,0.9841868281364441,-0.13452088832855225,0.4995110034942627,0.36499011516571045,0.875,69.62979125976562,9.998815881662174e-05,4.433279037475586,19.064453125,17.01319932937622,19.064453125,2.958740234375,23.5164794921875
