engine,case,questions,repeat,end_to_end_ms,input_shape,allocated_gib,reserved_gib,peak_allocated_gib,peak_reserved_gib,device_free_gib,device_total_gib,telemetry_board_vram_bytes_max,telemetry_board_vram_bytes_mean,telemetry_gpu_busy_percent_max,telemetry_gpu_busy_percent_mean,telemetry_power_microwatts_max,telemetry_power_microwatts_mean,telemetry_rss_bytes_max,telemetry_rss_bytes_mean,telemetry_temperature_millidegrees_max,telemetry_temperature_millidegrees_mean
linnaeus,vision_protocol_text_1q,1,10,45.18543998710811,"[1, 43]",4.130833625793457,4.16796875,4.13405704498291,4.16796875,18.886474609375,23.5164794921875,5478023168,5478023168,9,9,71888000,69704558.13953489,1632403456,1632390215.4418604,53000,53000
linnaeus,vision_protocol_text_1q,1,11,44.46472995914519,"[1, 43]",4.130833625793457,4.16796875,4.13405704498291,4.16796875,18.886474609375,23.5164794921875,5478023168,5478023168,9,9,71888000,69704558.13953489,1632403456,1632390215.4418604,53000,53000
linnaeus,vision_protocol_text_1q,1,12,45.32712802756578,"[1, 43]",4.130833625793457,4.16796875,4.13405704498291,4.16796875,18.886474609375,23.5164794921875,5478023168,5478023168,9,9,71888000,69704558.13953489,1632403456,1632390215.4418604,53000,53000
linnaeus,vision_protocol_text_1q,1,13,44.04554807115346,"[1, 43]",4.130833625793457,4.16796875,4.13405704498291,4.16796875,18.886474609375,23.5164794921875,5478023168,5478023168,9,9,71888000,69704558.13953489,1632403456,1632390215.4418604,53000,53000
linnaeus,vision_protocol_text_1q,1,14,44.93571911007166,"[1, 43]",4.130833625793457,4.16796875,4.13405704498291,4.16796875,18.886474609375,23.5164794921875,5478023168,5478023168,9,9,71888000,69704558.13953489,1632403456,1632390215.4418604,53000,53000
linnaeus,vision_protocol_text_1q,1,15,45.28947698418051,"[1, 43]",4.130833625793457,4.16796875,4.13405704498291,4.16796875,18.886474609375,23.5164794921875,5478023168,5478023168,9,9,71888000,69704558.13953489,1632403456,1632390215.4418604,53000,53000
linnaeus,vision_protocol_text_1q,1,16,45.10331491474062,"[1, 43]",4.130833625793457,4.16796875,4.13405704498291,4.16796875,18.886474609375,23.5164794921875,5478023168,5478023168,9,9,71888000,69704558.13953489,1632403456,1632390215.4418604,53000,53000
linnaeus,vision_protocol_text_1q,1,17,44.85258203931153,"[1, 43]",4.130833625793457,4.16796875,4.13405704498291,4.16796875,18.886474609375,23.5164794921875,5478023168,5478023168,9,9,71888000,69704558.13953489,1632403456,1632390215.4418604,53000,53000
linnaeus,vision_protocol_text_1q,1,18,44.50524703133851,"[1, 43]",4.130833625793457,4.16796875,4.13405704498291,4.16796875,18.886474609375,23.5164794921875,5478023168,5478023168,9,9,71888000,69704558.13953489,1632403456,1632390215.4418604,53000,53000
linnaeus,vision_protocol_text_1q,1,19,44.55743404105306,"[1, 43]",4.130833625793457,4.16796875,4.13405704498291,4.16796875,18.886474609375,23.5164794921875,5478023168,5478023168,9,9,71888000,69704558.13953489,1632403456,1632390215.4418604,53000,53000
linnaeus,vision_protocol_text_3q,3,0,47.22805705387145,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,1,46.87724495306611,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,2,46.83945304714143,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,3,47.36236098688096,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,4,47.80906392261386,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,5,47.562978928908706,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,6,47.40928893443197,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,7,47.84568294417113,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,8,48.20710502099246,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,9,47.085126978345215,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,10,47.94686392415315,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,11,47.24759398959577,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,12,48.10839903075248,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,13,47.80254198703915,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,14,47.92557400651276,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,15,47.64017497655004,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,16,48.25452505610883,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,17,48.047613934613764,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,18,47.81953396741301,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_text_3q,3,19,49.01926906313747,"[3, 43]",4.130833625793457,4.171875,4.140997409820557,4.171875,18.882568359375,23.5164794921875,5482217472,5482217472,16,14.108695652173912,86947000,82380282.60869566,1660411904,1660404958.6086957,53000,53000
linnaeus,vision_protocol_image_1q,1,0,49.93661097250879,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,1,50.286801997572184,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,2,49.892748007550836,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,3,50.95592502038926,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,4,49.89880893845111,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,5,49.88822899758816,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,6,49.513080972246826,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,7,49.603271996602416,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,8,49.33438298758119,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,9,49.594124080613256,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,10,49.480890040285885,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,11,49.67286204919219,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,12,49.865195993334055,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,13,49.29697304032743,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,14,50.29925494454801,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,15,50.17532093916088,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,16,49.42786996252835,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,17,57.27863300126046,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,18,50.41102599352598,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_1q,1,19,49.755849060602486,"[1, 296]",4.132787227630615,4.208984375,4.185255527496338,4.208984375,18.843505859375,23.5164794921875,5524160512,5524160512,19,19,112258000,90331795.91836734,1905147904,1904723591.8367348,54000,54000
linnaeus,vision_protocol_image_3q,3,0,102.18623909167945,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,1,100.22803104948252,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,2,101.21964302379638,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,3,100.48135893885046,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,4,100.13117792550474,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,5,100.65062902867794,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,6,101.89557005651295,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,7,99.95240101125091,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,8,100.68558505736291,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,9,100.18116293940693,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,10,100.25624395348132,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,11,101.98844503611326,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,12,101.39307996723801,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,13,101.16695403121412,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,14,101.27785301301628,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,15,102.56473300978541,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,16,100.78907094430178,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,17,100.86518398020416,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,18,100.25113506708294,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,vision_protocol_image_3q,3,19,108.6335910949856,"[3, 296]",4.132787227630615,4.279296875,4.247054100036621,4.279296875,18.773193359375,23.5164794921875,5599657984,5599657984,19,17.244897959183675,97013000,94464489.79591836,1918316544,1917669376,53000,52244.897959183676
linnaeus,distinct_text_1q,1,0,46.881492016837,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,1,46.135794022120535,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,2,46.95522191468626,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,3,46.389873954467475,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,4,47.65335004776716,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,5,48.04857599083334,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,6,46.33329703938216,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,7,46.39904201030731,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,8,47.99497395288199,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,9,46.785531914792955,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,10,46.14792799111456,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,11,46.56678903847933,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,12,47.69796400796622,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,13,46.77505197469145,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,14,47.97315294854343,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,15,46.416384051553905,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,16,46.88485898077488,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,17,47.6640600245446,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,18,46.548192971386015,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_1q,1,19,47.86392697133124,"[1, 99]",4.132787227630615,4.173828125,4.1400580406188965,4.173828125,18.878662109375,23.5164794921875,5486411776,5486411776,17,16.466666666666665,93163000,86012955.55555555,1918320640,1918320640,51000,51000
linnaeus,distinct_text_5q,5,0,94.82730401214212,"[5, 111]",4.132787227630615,4.53515625,4.493531703948975,4.53515625,18.517333984375,23.5164794921875,5874384896,5874384896,54,26.162790697674417,133897000,126249174.41860466,1946763264,1946762882.9767442,53000,52511.62790697674
linnaeus,distinct_text_5q,5,1,101.64295299910009,"[5, 111]",4.132787227630615,4.53515625,4.493531703948975,4.53515625,18.517333984375,23.5164794921875,5874384896,5874384896,54,26.162790697674417,133897000,126249174.41860466,1946763264,1946762882.9767442,53000,52511.62790697674
linnaeus,distinct_text_5q,5,2,93.96967489738017,"[5, 111]",4.132787227630615,4.53515625,4.493531703948975,4.53515625,18.517333984375,23.5164794921875,5874384896,5874384896,54,26.162790697674417,133897000,126249174.41860466,1946763264,1946762882.9767442,53000,52511.62790697674
linnaeus,distinct_text_5q,5,3,94.93205207400024,"[5, 111]",4.132787227630615,4.53515625,4.493531703948975,4.53515625,18.517333984375,23.5164794921875,5874384896,5874384896,54,26.162790697674417,133897000,126249174.41860466,1946763264,1946762882.9767442,53000,52511.62790697674
